time_s,ch0_std_kPa,ch1_std_kPa,ch2_std_kPa,ch3_std_kPa,ch4_std_kPa,ch5_std_kPa,ch6_std_kPa,ch7_std_kPa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.006434671708797582,0.004313351365237941,0.004313351365237937,0.0010606601717798212,0.0010606601717798223,0.0032526911934581187,0.0010606601717798223,0.004242640687119289
0.1,0.004637168676394393,0.0031628046625318705,0.004637168676394392,0.002345918441321721,0.0008660254037844393,0.0038279672586548244,0.0015000000000000013,0.00396862696659689
0.15,0.005011569946966053,0.0027753378172755837,0.0039924929555354245,0.0019339079605813717,0.0007500000000000007,0.0037287173844813355,0.001936491673103707,0.003570714214271428
0.2,0.005397499421028223,0.002492388412747901,0.0054776819914996895,0.003909859332508013,0.0006708203932499371,0.0038168049465488797,0.0017102631376487059,0.003110466202999161
0.25,0.00501876478827211,0.0022330845632592303,0.0054959682192191285,0.003499523777125492,0.0009806460455570394,0.0034238380023982828,0.001549193338482966,0.0029495762407505273
0.3,0.004702127178203499,0.0023832750575625973,0.005600255096230631,0.003228445003845837,0.000895225430508185,0.0032726136343907137,0.0028675524655805596,0.002796681707207415
0.35,0.004545621912503126,0.0026795188800550424,0.005262196716744281,0.003227310910694183,0.0009866972324737845,0.003146426544510454,0.0026594508025960125,0.0028276378329421398
0.4,0.004357783585468395,0.002519314280601855,0.004929108551362114,0.00301887580253165,0.0009248122932670038,0.0031784430150625627,0.002635705682439609,0.0026809513236909026
0.45,0.005735551896335309,0.0024861617002922393,0.0055837960007308444,0.0031948048105913734,0.0010336558636434253,0.0030445032435522205,0.0025912030667883464,0.0028504385627478456
0.5,0.005559921516777667,0.0024679767200905867,0.005636746321319516,0.003046727006895343,0.0010902043177980182,0.002888283541860427,0.0025377155080899033,0.003402672746266063
0.55,0.005776100183803371,0.002445713628271951,0.00539923535551493,0.0030817153822132407,0.0013836710066144498,0.0027538815581581626,0.0024403644784906178,0.0037090695557911815
0.6,0.0055416372661645395,0.002433105012119288,0.00556789100615397,0.0029702801387350834,0.00140616773263636,0.00292607639628959,0.002353148463719978,0.0037380579079352083
0.65,0.005401912563218637,0.0023474091399518894,0.005799848425454047,0.0030703563167958072,0.0015805305827717839,0.0032004463974353863,0.0022659447245035554,0.0036429444074874344
0.7,0.005269426642705746,0.0023349722135595614,0.005605796319966719,0.0031283191896577553,0.0015244046456927096,0.00313998786773513,0.0021978777642686744,0.004102345438311857
0.75,0.005221238678066091,0.0022671568097509267,0.005464914607445087,0.0030663700037666694,0.0016378339354159183,0.00319149259751609,0.002128526485623329,0.003982712643412778
0.8,0.005360531141374618,0.002385510797440641,0.005390555466303462,0.003006194584911786,0.0017888132773368104,0.003093791220759258,0.002243618401023615,0.0038562497020688227
0.85,0.005342005816525368,0.0023677917789570796,0.005456473639188906,0.0029835934819206654,0.0025130834119252987,0.00300920157477811,0.0023228405531362057,0.004315123882074195
0.9,0.005228470195458259,0.0023466287875730726,0.0053028349474155976,0.0029016027029236855,0.002524372425049612,0.0029280255007997,0.002377341874019155,0.004200027847303951
0.95,0.005328463785725626,0.0024695833869831487,0.00525301918198628,0.002965676456072925,0.0024701587419690856,0.0029803699876286994,0.002410525166628087,0.004182957276729872
1.0,0.0051964044345700275,0.0024148745407617037,0.0051261560833119595,0.002928586527254923,0.0024191202651259063,0.003119065794203679,0.0024529379857437814,0.004235833532409618
1.05,0.005133728972216313,0.0023635947382282117,0.005019071851556049,0.002905257214175619,0.002370982589889352,0.003222153430125996,0.0024820393793248885,0.004269749123280853
1.1,0.0050193853457382465,0.0024488845569202583,0.0049805987226802005,0.0028438130612388583,0.0023735698835498477,0.003204375713834914,0.002513096133042475,0.0041881774126134785
1.15,0.004910673084713289,0.002398606932657226,0.004872190755052926,0.003108427068563731,0.002324912340563473,0.0031426213326743177,0.0027528608307764474,0.004148153072518361
1.2,0.005072369597469543,0.002396163600424646,0.004773974584487578,0.003049327794777072,0.002279122638209708,0.003077515231481397,0.002695477694213032,0.004073012807901956
1.25,0.0055302023888406165,0.002387351284131884,0.004681467554254593,0.0029934492582200994,0.002235930369082319,0.00301629676156809,0.0026415409255846223,0.004087647433238535
1.3,0.005449370699965366,0.002385264593181893,0.004708524124415149,0.0033610810904924765,0.0022000582742864767,0.0031028431039347324,0.002721712842627012,0.00465129642191921
1.35,0.005427448366147371,0.002448979379251692,0.00488197201893362,0.0034411376856249985,0.0021657873673643266,0.003054849124687367,0.0026720060632634073,0.004570048568160293
1.4,0.005390913263335618,0.0024355232290033243,0.004798018885089438,0.0036267479223969835,0.0021330093914559752,0.0030171390552670473,0.0026249278667077173,0.004492903545148714
