time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
15.5,0.0229,0.0167,0.0273,0.0327,0.0629,0.0164,0.0488,0.0944
15.55,0.0229,0.0152,0.0258,0.0342,0.0614,0.0164,0.0473,0.0959
15.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0473,0.0959
15.65,0.0229,0.0167,0.0258,0.0327,0.0614,0.0164,0.0473,0.0959
15.7,0.0229,0.0167,0.0273,0.0327,0.0598,0.0164,0.0442,0.0944
15.75,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0473,0.0944
15.8,0.0229,0.0167,0.0303,0.0342,0.0614,0.0179,0.0473,0.0959
15.85,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0473,0.0944
15.9,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0458,0.0959
15.95,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0473,0.0944
16.0,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0473,0.0944
16.05,0.0229,0.0167,0.0288,0.0327,0.0629,0.0164,0.0473,0.0959
16.1,0.0229,0.0152,0.0258,0.0327,0.0614,0.0164,0.0458,0.0959
16.15,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0458,0.0944
16.2,0.0244,0.0167,0.0273,0.0358,0.0629,0.0164,0.0488,0.099
16.25,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0488,0.0959
16.3,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0473,0.0959
16.35,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0473,0.0975
16.4,0.0229,0.0167,0.0288,0.0327,0.0629,0.0179,0.0473,0.0975
16.45,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0473,0.0959
16.5,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
16.55,0.0244,0.0167,0.0288,0.0342,0.0629,0.0164,0.0473,0.0959
16.6,0.0229,0.0167,0.0288,0.0327,0.0614,0.0179,0.0488,0.0975
16.65,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0473,0.0959
16.7,0.0244,0.0167,0.0273,0.0342,0.0614,0.0164,0.0473,0.0959
16.75,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0473,0.0975
16.8,0.0229,0.0167,0.0303,0.0358,0.0629,0.0164,0.0473,0.0959
16.85,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0473,0.0959
16.9,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0473,0.0975
16.95,0.0229,0.0167,0.0303,0.0342,0.0614,0.0179,0.0488,0.0959
17.0,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0488,0.099
17.05,0.0229,0.0167,0.0303,0.0327,0.0614,0.0179,0.0473,0.0975
17.1,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0488,0.0975
17.15,0.0229,0.0167,0.0303,0.0342,0.0629,0.0164,0.0473,0.0975
17.2,0.0229,0.0167,0.0288,0.0342,0.0629,0.0164,0.0473,0.0975
17.25,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0473,0.0975
17.3,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0944
17.35,0.0229,0.0167,0.0273,0.0312,0.0614,0.0164,0.0442,0.0944
17.4,0.0229,0.0167,0.0288,0.0327,0.0614,0.0148,0.0458,0.0944
17.45,0.0229,0.0167,0.0273,0.0327,0.0614,0.0179,0.0458,0.0959
17.5,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
17.55,0.0229,0.0167,0.0273,0.0342,0.0614,0.0164,0.0442,0.0959
17.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
17.65,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0975
17.7,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
17.75,0.0229,0.0152,0.0303,0.0327,0.0614,0.0164,0.0442,0.0959
17.8,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
17.85,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
17.9,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
17.95,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0458,0.0975
18.0,0.0229,0.0152,0.0273,0.0342,0.0614,0.0179,0.0458,0.0959
18.05,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0427,0.0944
18.1,0.0229,0.0152,0.0303,0.0327,0.0598,0.0164,0.0442,0.0975
18.15,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0944
18.2,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
18.25,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
18.3,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
18.35,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0959
18.4,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0427,0.0944
18.45,0.0229,0.0152,0.0288,0.0342,0.0614,0.0179,0.0442,0.0959
18.5,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
18.55,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0944
18.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
18.65,0.0244,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
18.7,0.0229,0.0152,0.0288,0.0327,0.0598,0.0164,0.0442,0.0944
18.75,0.0229,0.0152,0.0303,0.0327,0.0598,0.0148,0.0442,0.0944
18.8,0.0229,0.0152,0.0273,0.0327,0.0598,0.0164,0.0427,0.0944
18.85,0.0229,0.0167,0.0288,0.0327,0.0598,0.0164,0.0442,0.0944
18.9,0.0229,0.0152,0.0273,0.0327,0.0598,0.0148,0.0427,0.0944
18.95,0.0229,0.0136,0.0273,0.0312,0.0598,0.0164,0.0442,0.0929
19.0,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
19.05,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
19.1,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
19.15,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
19.2,0.0229,0.0167,0.0303,0.0327,0.0598,0.0164,0.0458,0.0959
19.25,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0442,0.0944
19.3,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
19.35,0.0229,0.0167,0.0288,0.0342,0.0598,0.0164,0.0427,0.0944
19.4,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
19.45,0.0229,0.0167,0.0258,0.0327,0.0598,0.0164,0.0427,0.0959
19.5,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0427,0.0975
19.55,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0473,0.0959
19.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
19.65,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
19.7,0.0244,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
19.75,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
19.8,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0944
19.85,0.0229,0.0182,0.0318,0.0342,0.0614,0.0164,0.0442,0.0944
19.9,0.0244,0.0167,0.0303,0.0327,0.0614,0.0164,0.0458,0.0975
19.95,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0442,0.0944
20.0,0.0229,0.0167,0.0273,0.0342,0.0614,0.0164,0.0458,0.0959
20.05,0.0229,0.0167,0.0288,0.0327,0.0614,0.0148,0.0442,0.0944
20.1,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
20.15,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
20.2,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
20.25,0.0244,0.0167,0.0318,0.0358,0.0614,0.0179,0.0458,0.0975
20.3,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0458,0.0975
20.35,0.0229,0.0167,0.0288,0.0342,0.0614,0.0179,0.0458,0.0944
20.4,0.0229,0.0167,0.0318,0.0342,0.0614,0.0164,0.0458,0.099
20.45,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0959
20.5,0.0244,0.0167,0.0303,0.0358,0.0614,0.0164,0.0473,0.0975
20.55,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
20.6,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0458,0.0959
20.65,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0944
20.7,0.0229,0.0152,0.0288,0.0312,0.0598,0.0164,0.0427,0.0944
20.75,0.0229,0.0167,0.0303,0.0342,0.0614,0.0148,0.0442,0.0944
20.8,0.0229,0.0152,0.0303,0.0327,0.0614,0.0164,0.0442,0.0959
20.85,0.0229,0.0167,0.0273,0.0342,0.0614,0.0164,0.0458,0.0975
20.9,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0959
20.95,0.0229,0.0152,0.0303,0.0342,0.0614,0.0164,0.0458,0.0975
21.0,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0944
21.05,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
21.1,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
21.15,0.0229,0.0167,0.0273,0.0342,0.0614,0.0164,0.0442,0.0959
21.2,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
21.25,0.0229,0.0167,0.0318,0.0327,0.0614,0.0164,0.0442,0.0944
21.3,0.0229,0.0167,0.0288,0.0358,0.0614,0.0164,0.0442,0.0944
21.35,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
21.4,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0473,0.0959
21.45,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0944
21.5,0.0229,0.0167,0.0303,0.0327,0.0598,0.0164,0.0458,0.0944
21.55,0.0229,0.0167,0.0303,0.0327,0.0614,0.0179,0.0473,0.0975
21.6,0.0229,0.0167,0.0303,0.0358,0.0614,0.0164,0.0473,0.0959
21.65,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
21.7,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
21.75,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
21.8,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0473,0.0975
21.85,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0458,0.0944
21.9,0.0229,0.0167,0.0273,0.0342,0.0614,0.0164,0.0442,0.0944
21.95,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
22.0,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0442,0.0959
22.05,0.0229,0.0167,0.0303,0.0327,0.0598,0.0164,0.0427,0.0929
22.1,0.0214,0.0152,0.0303,0.0327,0.0614,0.0164,0.0442,0.0929
22.15,0.0229,0.0167,0.0303,0.0312,0.0598,0.0164,0.0458,0.0944
22.2,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0929
22.25,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0442,0.0959
22.3,0.0214,0.0152,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
22.35,0.0214,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
22.4,0.0229,0.0167,0.0288,0.0312,0.0598,0.0164,0.0442,0.0944
22.45,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0458,0.0944
22.5,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0944
22.55,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
22.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
22.65,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
22.7,0.0229,0.0152,0.0288,0.0312,0.0614,0.0164,0.0458,0.0959
22.75,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0427,0.0944
22.8,0.0229,0.0152,0.0273,0.0342,0.0614,0.0179,0.0442,0.0944
22.85,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
22.9,0.0244,0.0167,0.0303,0.0327,0.0614,0.0164,0.0427,0.0944
22.95,0.0229,0.0167,0.0303,0.0327,0.0614,0.0164,0.0442,0.0959
23.0,0.0229,0.0152,0.0303,0.0327,0.0614,0.0164,0.0458,0.0975
23.05,0.0229,0.0167,0.0303,0.0342,0.0614,0.0179,0.0458,0.0959
23.1,0.0244,0.0167,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
23.15,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0442,0.0959
23.2,0.0229,0.0152,0.0303,0.0342,0.0614,0.0164,0.0442,0.0959
23.25,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
23.3,0.0229,0.0167,0.0318,0.0342,0.0614,0.0164,0.0458,0.0959
23.35,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
23.4,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
23.45,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0442,0.0959
23.5,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0473,0.0959
23.55,0.0229,0.0167,0.0303,0.0342,0.0614,0.0179,0.0442,0.0959
23.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0975
23.65,0.0244,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
23.7,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0959
23.75,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
23.8,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0959
23.85,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
23.9,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0458,0.0959
23.95,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
24.0,0.0229,0.0167,0.0288,0.0327,0.0598,0.0164,0.0458,0.0944
24.05,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
24.1,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
24.15,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
24.2,0.0229,0.0167,0.0273,0.0327,0.0598,0.0164,0.0427,0.0944
24.25,0.0229,0.0152,0.0273,0.0327,0.0598,0.0164,0.0442,0.0944
24.3,0.0229,0.0167,0.0258,0.0327,0.0598,0.0148,0.0442,0.0944
24.35,0.0214,0.0152,0.0288,0.0327,0.0598,0.0164,0.0458,0.0975
24.4,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0427,0.0944
24.45,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
24.5,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
24.55,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0959
24.6,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0944
24.65,0.0229,0.0167,0.0273,0.0312,0.0598,0.0148,0.0427,0.0929
24.7,0.0214,0.0152,0.0273,0.0312,0.0614,0.0164,0.0427,0.0944
24.75,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0929
24.8,0.0229,0.0152,0.0273,0.0327,0.0598,0.0164,0.0442,0.0944
24.85,0.0229,0.0167,0.0273,0.0342,0.0598,0.0164,0.0442,0.0944
24.9,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
24.95,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0959
25.0,0.0229,0.0152,0.0273,0.0327,0.0598,0.0164,0.0442,0.0944
25.05,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
25.1,0.0229,0.0167,0.0303,0.0327,0.0598,0.0164,0.0442,0.0959
25.15,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0458,0.0959
25.2,0.0229,0.0167,0.0288,0.0327,0.0598,0.0148,0.0427,0.0944
25.25,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
25.3,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
25.35,0.0214,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0944
25.4,0.0229,0.0152,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
25.45,0.0229,0.0167,0.0288,0.0342,0.0598,0.0164,0.0442,0.0929
25.5,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
25.55,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0929
25.6,0.0229,0.0167,0.0273,0.0342,0.0614,0.0164,0.0458,0.0944
25.65,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
25.7,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0458,0.0944
25.75,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0959
25.8,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
25.85,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
25.9,0.0229,0.0152,0.0273,0.0342,0.0614,0.0164,0.0458,0.0959
25.95,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
26.0,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
26.05,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0473,0.0944
26.1,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
26.15,0.0229,0.0167,0.0288,0.0312,0.0598,0.0164,0.0442,0.0929
26.2,0.0229,0.0167,0.0288,0.0327,0.0598,0.0164,0.0442,0.0929
26.25,0.0229,0.0152,0.0273,0.0327,0.0598,0.0164,0.0442,0.0944
26.3,0.0229,0.0152,0.0288,0.0327,0.0598,0.0148,0.0427,0.0929
26.35,0.0229,0.0136,0.0288,0.0327,0.0598,0.0164,0.0442,0.0944
26.4,0.0229,0.0152,0.0273,0.0327,0.0598,0.0164,0.0427,0.0944
26.45,0.0229,0.0152,0.0273,0.0312,0.0598,0.0148,0.0458,0.0944
26.5,0.0229,0.0167,0.0273,0.0327,0.0614,0.0148,0.0442,0.0929
26.55,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
26.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0929
26.65,0.0229,0.0167,0.0288,0.0327,0.0598,0.0148,0.0442,0.0944
26.7,0.0214,0.0152,0.0273,0.0327,0.0598,0.0148,0.0442,0.0944
26.75,0.0229,0.0152,0.0273,0.0327,0.0598,0.0148,0.0427,0.0914
26.8,0.0229,0.0152,0.0258,0.0327,0.0598,0.0164,0.0442,0.0929
26.85,0.0229,0.0167,0.0242,0.0327,0.0598,0.0148,0.0442,0.0944
26.9,0.0229,0.0152,0.0258,0.0312,0.0614,0.0164,0.0427,0.0944
26.95,0.0229,0.0152,0.0273,0.0312,0.0614,0.0164,0.0442,0.0944
27.0,0.0229,0.0152,0.0258,0.0312,0.0598,0.0148,0.0442,0.0929
27.05,0.0214,0.0152,0.0273,0.0327,0.0598,0.0164,0.0412,0.0944
27.1,0.0229,0.0152,0.0258,0.0327,0.0598,0.0164,0.0427,0.0929
27.15,0.0229,0.0167,0.0273,0.0327,0.0583,0.0164,0.0442,0.0929
27.2,0.0229,0.0167,0.0273,0.0312,0.0614,0.0164,0.0427,0.0944
27.25,0.0229,0.0152,0.0273,0.0312,0.0598,0.0164,0.0427,0.0929
27.3,0.0229,0.0152,0.0273,0.0312,0.0614,0.0148,0.0442,0.0944
27.35,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
27.4,0.0229,0.0167,0.0303,0.0342,0.0614,0.0179,0.0442,0.0929
27.45,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
27.5,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
27.55,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0929
27.6,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
27.65,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
27.7,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0458,0.0959
27.75,0.0229,0.0152,0.0288,0.0312,0.0614,0.0164,0.0458,0.0959
27.8,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0442,0.0959
27.85,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0959
27.9,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
27.95,0.0229,0.0152,0.0273,0.0342,0.0598,0.0164,0.0442,0.0944
28.0,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
28.05,0.0229,0.0152,0.0258,0.0327,0.0598,0.0164,0.0458,0.0944
28.1,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0458,0.0959
28.15,0.0229,0.0152,0.0273,0.0312,0.0598,0.0164,0.0427,0.0929
28.2,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0944
28.25,0.0229,0.0152,0.0273,0.0327,0.0614,0.0148,0.0442,0.0944
28.3,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0458,0.0959
28.35,0.0229,0.0167,0.0273,0.0327,0.0614,0.0148,0.0442,0.0944
28.4,0.0229,0.0167,0.0273,0.0342,0.0614,0.0148,0.0442,0.0944
28.45,0.0229,0.0167,0.0273,0.0342,0.0598,0.0164,0.0442,0.0975
28.5,0.0229,0.0167,0.0288,0.0358,0.0614,0.0164,0.0427,0.0944
28.55,0.0229,0.0167,0.0288,0.0342,0.0614,0.0148,0.0442,0.0944
28.6,0.0229,0.0167,0.0258,0.0327,0.0598,0.0164,0.0442,0.0929
28.65,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0458,0.0959
28.7,0.0229,0.0152,0.0273,0.0342,0.0598,0.0148,0.0427,0.0944
28.75,0.0229,0.0152,0.0273,0.0342,0.0614,0.0164,0.0442,0.0944
28.8,0.0229,0.0167,0.0258,0.0342,0.0598,0.0164,0.0442,0.0944
28.85,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
28.9,0.0229,0.0167,0.0273,0.0327,0.0614,0.0148,0.0442,0.0944
28.95,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
29.0,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0458,0.0944
29.05,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
29.1,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0959
29.15,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0458,0.0975
29.2,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0959
29.25,0.0229,0.0152,0.0288,0.0327,0.0598,0.0164,0.0427,0.0944
29.3,0.0229,0.0167,0.0273,0.0327,0.0598,0.0148,0.0442,0.0959
29.35,0.0214,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
29.4,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0458,0.0959
29.45,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
29.5,0.0229,0.0167,0.0303,0.0342,0.0614,0.0164,0.0427,0.0959
29.55,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0442,0.0944
29.6,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
29.65,0.0229,0.0152,0.0273,0.0327,0.0614,0.0148,0.0442,0.0929
29.7,0.0229,0.0167,0.0273,0.0342,0.0614,0.0164,0.0427,0.0959
29.75,0.0229,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0929
29.8,0.0229,0.0167,0.0273,0.0327,0.0614,0.0164,0.0427,0.0944
29.85,0.0229,0.0167,0.0288,0.0342,0.0614,0.0164,0.0442,0.0944
29.9,0.0229,0.0152,0.0273,0.0327,0.0614,0.0164,0.0442,0.0929
29.95,0.0214,0.0167,0.0288,0.0327,0.0614,0.0164,0.0442,0.0944
30.0,0.0229,0.0152,0.0288,0.0327,0.0614,0.0164,0.0427,0.0944
