time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
20.9,-0.0038212542552481274,-0.0032901513014797243,-0.0018735357061069352,-0.004393740746325442,-0.0041367780553969846,-0.003150477482813088,-0.005036263297619858,-0.00524482003965228
20.95,-0.004124101316891857,-0.0037397346387917597,-0.0021213261692029375,-0.004869447049393515,-0.0033208954030773397,-0.002937003073083518,-0.004733187364804627,-0.005863172443785044
21.0,-0.00421363659099606,-0.004316702511532787,-0.0023185226276560586,-0.005610260193948491,-0.003306964131916837,-0.0028017345754519866,-0.0052881734814638134,-0.005848626890804506
21.05,-0.003947824950963443,-0.004717363788780974,-0.002105640216034636,-0.006165510827771356,-0.0042894854220206415,-0.002832347900622743,-0.006655974888255654,-0.005251160001423234
21.1,-0.0033390869044309986,-0.0047214193928901685,-0.001281681800583037,-0.006099797618743033,-0.005840602758745328,-0.0029485718026398115,-0.008395742215871986,-0.004377205869999151
21.15,-0.0025523887340963476,-0.004282550854231381,5.6794288433489805e-05,-0.005262857816135587,-0.007107778579680219,-0.0029272332384405195,-0.009797267290912433,-0.003574006842892597
21.2,-0.0018098158511830457,-0.0035267168745074175,0.0015380725390923312,-0.003907234379934489,-0.007320772329845755,-0.0025662122213721836,-0.010177936025323202,-0.0030386598741942664
21.25,-0.0012672579146745062,-0.0026931568208066123,0.002656577840598954,-0.0025850538215652584,-0.00628513074017748,-0.0018882926389306072,-0.009238514247465855,-0.002796522237075558
21.3,-0.0009509515451209447,-0.002058448041518756,0.0029553412173193203,-0.0018817819515850583,-0.004532274274177973,-0.0012230269301036134,-0.007294887355791207,-0.002828928583587084
21.35,-0.0007906833205665537,-0.0018494485289868097,0.002208170067827414,-0.0021205204912768684,-0.0030109609875676327,-0.0010584839267568835,-0.005213105401871512,-0.0031833467784403227
21.4,-0.0007033499302236995,-0.00213546122579027,0.0005793146323593288,-0.003171373948053149,-0.0024997097167682785,-0.0017094797622811133,-0.004002944452467555,-0.003913006843291563
21.45,-0.0006399543366610578,-0.002727706845868639,-0.0013067183156675413,-0.004450613440175385,-0.003103318630209559,-0.003004026630029838,-0.004233866551432833,-0.004868178005379787
21.5,-0.0005515787714142209,-0.003168797768732398,-0.0024976323560930336,-0.005124583917963494,-0.004151826143119551,-0.004225047393429176,-0.005603798430496327,-0.005543877711511106
21.55,-0.0003194850790221676,-0.0028890131223457123,-0.0020973282806671773,-0.004457332422359633,-0.0045750311953513265,-0.004410962646946301,-0.006973574799893589,-0.005200774685512413
21.6,0.00025405109816965896,-0.0015048756591874352,0.00023305845860084387,-0.002169420686294993,-0.0035324870250416284,-0.002886766714816331,-0.006934269572921117,-0.0032770722937130194
21.65,0.001341167137896195,0.0008989651468762887,0.0039573866569038016,0.0013612152325492217,-0.0009199540132740735,0.000280976074200619,-0.00462641929874075,0.0001532147825356552
21.7,0.002926056779455033,0.0037102122531003394,0.007799096050645493,0.00518531835192251,0.002551578813630766,0.004203940120299505,-0.000316779022890709,0.004223772109374157
21.75,0.004718086021848924,0.006044842373940144,0.010331121154300453,0.00815657391739986,0.005745152792128062,0.007556846297784113,0.004659766218881219,0.007603930336402221
21.8,0.006240292639078116,0.007198555842329224,0.0106988986462043,0.009434677337510943,0.0077111826219627925,0.009231964131209268,0.008600073755398245,0.00916262283750751
21.85,0.007064258953625611,0.0070190648966476695,0.009030996210796418,0.008864161129307237,0.008154744259565342,0.008891040730605886,0.010361610876943064,0.008568320442957118
21.9,0.007041433139657131,0.0059590727063315975,0.006289826359661292,0.00702490321022404,0.007496905569584375,0.007095827418620145,0.00994915201036711,0.006447342490317021
21.95,0.006372669231006153,0.004781078683571086,0.003693577024349486,0.004927142686093268,0.006536787537033471,0.004953234315892316,0.008410508569646053,0.004008935960741352
22.0,0.005474260944472619,0.004118051066328686,0.0021084906222321076,0.0035224012329792926,0.005962240252678851,0.0035029434285573117,0.007142345366991072,0.0023877713409505507
22.05,0.004745727701506402,0.004174462142856185,0.0017707003684390684,0.0032954918146603095,0.0060169905122521156,0.0032150315999618802,0.007070775233429201,0.0021112233060093595
22.1,0.004401903226736786,0.004728414090786451,0.002408933319228973,0.004135643746063258,0.006489096581569123,0.0038687876901800223,0.00820835580654411,0.0029761886016623717
22.15,0.004458134574799039,0.005375324030014561,0.003556966314198358,0.005509285021731314,0.006959105013656723,0.004827692601311011,0.00980193742074901,0.004330736477215689
22.2,0.004824634002913282,0.005808172873211917,0.004786951931791658,0.006792199472588622,0.007100021948917033,0.005487268007188585,0.010898513215206811,0.005515813399618428
22.25,0.005392760169326705,0.005952288243584223,0.005763737035853199,0.007562877966912836,0.006839597292110569,0.005603645799971638,0.010932487124848107,0.006182112955411818
22.3,0.0060400425427516394,0.0059158820139367544,0.006223274508651035,0.007725752404047799,0.006332277488763749,0.005334571494330151,0.0099931838129844,0.006343712430834605
22.35,0.006589308456191436,0.005850610952220519,0.006020982780868453,0.007455968797724753,0.0058211055658128116,0.005033035007547758,0.008679816888878138,0.006224532416681457
22.4,0.006819242522503801,0.0058445433015113365,0.005260569091362502,0.007048871971408292,0.005506562611804032,0.004977432947019323,0.007701874770890368,0.006056750973739396
22.45,0.006575153587445224,0.005902440432607229,0.004359631001557733,0.006772426964734979,0.005483418826635196,0.0052192035762748815,0.007488542823849219,0.005961528610668575
22.5,0.005913795802906138,0.005986704898937497,0.003906857618922981,0.006777261820216486,0.005733571520052526,0.0056107094377846655,0.008008524823918218,0.005943324022745059
22.55,0.005147226745672455,0.00606406917065231,0.004333681765407233,0.00706808295146915,0.006139671983177353,0.005945738962999313,0.008850112263316173,0.005949496473769858
22.6,0.004704277946183968,0.006127991137930845,0.005608844597682521,0.007519056106927676,0.006511786463633288,0.006091558937424606,0.009472351071523612,0.0059309859117209094
22.65,0.004870978465206434,0.006198592062335611,0.007191196216155447,0.007922480023426092,0.0066454055753827545,0.0060316278365257995,0.009474765321677804,0.005870379610852241
22.7,0.0055847734009460874,0.006308126903104615,0.008306154735449033,0.008066901192493727,0.00641218617396086,0.005821097290977006,0.008755084184122772,0.005778858640007616
22.75,0.006439834349958042,0.006471427230306111,0.008377851847962116,0.007827798036626516,0.0058393067237596154,0.00551612400857386,0.007503730765722827,0.005678898115459903
22.8,0.006916563900535664,0.006646695401531023,0.007337951614665493,0.007230891592927585,0.005113491689383391,0.005139233665598271,0.006074053319380415,0.0055878202672558054
22.85,0.006687228407414241,0.0067155170026761135,0.005624987464930631,0.0064448951722921545,0.004486547931408387,0.004699908473786538,0.004821196183989717,0.005510485440016825
22.9,0.005796463590560525,0.0065202246473988,0.003903626334696119,0.005695307977211613,0.004135181309866366,0.004241237227284065,0.003993687126789361,0.005442729339954406
22.95,0.004608785476997757,0.005963127822201932,0.002706288884979625,0.0051462067158387775,0.004072161467983384,0.003863435815560131,0.003703405864469005,0.005380137743300734
23.0,0.0035791560842272506,0.005111408009137701,0.0022160052111056074,0.00482812345330344,0.004172763524195732,0.003692979501379889,0.003939711972192806,0.005322381524659877
23.05,0.0030117947815781303,0.004219259552282678,0.0022828698244145534,0.004662673768722743,0.004291121706652884,0.0038074148274262684,0.004579707128063564,0.005267727820404019
23.1,0.0029532296653537286,0.003618751190588602,0.0026064481574692706,0.004560467802964018,0.0043694118183005256,0.004163040820391045,0.005384718891672569,0.0052044567975069135
23.15,0.0032488982197092825,0.0035258295226042653,0.0029332726182864912,0.004505232806260476,0.004451033486474911,0.004580258457302985,0.006020159484960841,0.005113385303198403
23.2,0.003679107518557447,0.0038854944601575602,0.003148544790837066,0.004542848533007206,0.004592389171546252,0.004810982008423554,0.00613943260450531,0.004986714253777086
23.25,0.004063516769185101,0.004371963652428357,0.0032402855092418317,0.004675617997200969,0.004756741189524318,0.004660022868016204,0.005521912763414384,0.004847998619869854
23.3,0.004286017314096223,0.004561831827028457,0.0032051477473764366,0.004757790931441075,0.0047922817297324834,0.004091686743166506,0.004194589120125009,0.00474767710487748
23.35,0.004274141886783548,0.004179173708526463,0.0029918707628176448,0.004512069224919064,0.004527772233738604,0.003254594144473419,0.0024555425210960845,0.004724906920758027
23.4,0.003994519400680957,0.0032587429868339004,0.002533701467669964,0.003702227726191463,0.003918892350922327,0.0024057003808182066,0.0007718775268189944,0.004759971877015929
23.45,0.0034838121877684165,0.0021255032620794857,0.0018421810981578983,0.0023591052320688036,0.003129145034596735,0.0017786538699183121,-0.0003970999884813878,0.004760833013009467
23.5,0.0028745843750165975,0.0012077310819870247,0.0010776684078605758,0.0008787569054250204,0.0024715849214190806,0.0014772683829873045,-0.0007610503652931878,0.004608534618055725
23.55,0.002362324450206625,0.0008036790979493642,0.0005188098856264012,-0.00012730177528496022,0.0022387690304616595,0.0014556216169651867,-0.00027840168018379634,0.004239238554770584
23.6,0.002109432873854228,0.0009414916593866815,0.00042388529595171006,-0.00017603521163618859,0.002529946061609361,0.0015854373038828309,0.000852338687725038,0.003704698284040444
23.65,0.0021475128681451624,0.0014025600632425596,0.0008643026513654341,0.0007634159699167854,0.003186524675789212,0.0017532375126932552,0.002257316699898932,0.003161535230157362
23.7,0.0023558542752624813,0.0018726035030026407,0.0016480048225412493,0.0021973513106669593,0.0038725339522202584,0.001916321649075435,0.0034793509998255413,0.0027891707498952072
23.75,0.002540430684598806,0.0021137463763249704,0.0024016636892238573,0.0033612940657485896,0.004244844648144474,0.0020858374935622693,0.004092630607948657,0.0026880337542405913
23.8,0.002557998631785877,0.002056209174977708,0.0027729251287166956,0.003651028896727533,0.004112557940629783,0.0022651261105915486,0.003839345286989718,0.0028236200575676718
23.85,0.0023939008608233853,0.0017771028840587728,0.002625419987969456,0.0029548020282845933,0.0035077105944896145,0.0024052666400793963,0.002756884260645912,0.0030498766854090446
23.9,0.0021420172832419338,0.0014119488076821598,0.002099246502088924,0.001676776570820404,0.0026508954160380173,0.0024216187170838345,0.0012275244276279392,0.0031940628826027926
23.95,0.0019157716920323775,0.0010764300958488674,0.0015018150223218918,0.00045418979028429533,0.001847681069913175,0.0022604673524103144,-0.00011517280761503031,0.0031508289884490536
24.0,0.0017698638319836757,0.0008447916263791565,0.0011100498891235913,-0.00022656753285630642,0.001368419144557208,0.001958360625965728,-0.0006280009390203985,0.0029333780519466505
24.05,0.0016918987393981962,0.0007703680982082932,0.0010185494106379617,-0.000261168923870899,0.0013529737113927153,0.0016378163802095588,4.001042220763825e-05,0.0026570527873594507
24.1,0.001654828572251079,0.0008980737991924296,0.0011239762699139782,0.00011740861969990426,0.0017655140838637507,0.0014337270008084298,0.0017378805133387108,0.0024669581148345702
24.15,0.0016693630259809848,0.001238628440728144,0.0012346370759907487,0.0005811454233360217,0.0024129205087811897,0.0014053019482731018,0.003831178679047378,0.002450218045283995
24.2,0.0017846062025397402,0.0017279620530831876,0.0012149759204836995,0.0009465940701913705,0.0030256019692546155,0.0015069182013371324,0.005477896532177451,0.0025840411256805662
24.25,0.002040410228325246,0.0022270720669058997,0.0010692061993594684,0.0012482765329036073,0.00337371569246372,0.001646751091917187,0.006041882542717831,0.002754828837012381
24.3,0.0024205214308687844,0.0025900126001377668,0.0009255246395223545,0.001630031114155831,0.003365779884258165,0.0017863063567800685,0.005421000553273195,0.002841856156178849
24.35,0.0028501185461029263,0.0027603275471900254,0.0009491629452476137,0.0021733636923747545,0.003075502119239596,0.001990730922388618,0.004088617343276294,0.00281138017241631
24.4,0.0032357106958320904,0.002813195941585862,0.0012437527429695122,0.0028057770489207648,0.002679527680580535,0.002372658240407065,0.002804135395917907,0.002748781515297079
24.45,0.003507814932425823,0.0028918059231363064,0.0017903221553078642,0.0033448671008682986,0.002344897935062985,0.0029627524096424484,0.002157754390024821,0.0027924557753229266
24.5,0.0036327532560987887,0.0030755886741779047,0.002445375055615954,0.0036209399358891775,0.0021390095595526576,0.003614809806993256,0.002236598137654486,0.0030082640594882993
24.55,0.003597909869170584,0.003288540598494401,0.0029955508573347935,0.003573946101901241,0.002017626589490615,0.004042530018416295,0.002632469816916507,0.0033014736603564723
24.6,0.0034018758551795964,0.003337554270783655,0.0032489590023121904,0.0032638123952634713,0.0018889608769815677,0.003986089647034244,0.002781708259001436,0.0034491197928232732
24.65,0.0030688024936713202,0.0030673246637256645,0.003127029800598637,0.0028135864835851666,0.0016984857401442393,0.0033950103117196886,0.002390837880059074,0.0032477281187906232
24.7,0.0026702544301801085,0.0025132719087736705,0.0027110551254343035,0.0023479675387788725,0.0014708755236619436,0.002485382648514435,0.0016377010844887596,0.00267381597574215
24.75,0.002319133246826812,0.0019208932328340417,0.002210516917228756,0.0019676623538694388,0.0012851592704778664,0.0016173421889497928,0.0010063325648238483,0.001930693717185863
24.8,0.0021217281523874063,0.0015990215900327253,0.0018611365542602573,0.0017486533332629975,0.0012112031025390494,0.001077642166628797,0.0008932974642522302,0.0013339115531518597
24.85,0.002115812123451542,0.0017086196539020874,0.0018073838236876243,0.0017324678532765231,0.0012585915477008023,0.0009280883604428986,0.0012962968271928584,0.0011119185036853104
24.9,0.002242749099048856,0.0021465506332575698,0.0020397232704856645,0.0018991404406437011,0.0013705766408995605,0.0010270149075431547,0.0018239606074470613,0.0012672544274486158
